,origem,destino,distance,STEPS_Status.FULL_JUMP,STEPS_Status.SINGLE_JUMP,STEPS_Status.SEQUENTIAL
6004,965,195,-770,17,216,231
6005,637,830,193,14,179,194
6006,731,2,-729,21,257,272
6007,516,388,-128,56,858,873
6008,245,576,331,24,317,332
6009,261,449,188,14,174,189
6010,275,280,5,3,3,6
6011,755,411,-344,42,642,657
6012,879,334,-545,32,441,456
6013,52,714,662,44,648,663
6014,458,186,-272,47,714,729
6015,357,26,-331,45,655,670
6016,286,490,204,15,190,205
6017,398,271,-127,57,859,874
6018,635,496,-139,57,847,862
6019,534,696,162,12,148,163
6020,789,477,-312,44,674,689
6021,632,527,-105,60,881,896
6022,792,523,-269,49,717,732
6023,884,532,-352,42,634,649
6024,486,859,373,26,359,374
6025,212,133,-79,60,907,922
6026,19,322,303,23,289,304
6027,39,686,647,44,633,648
6028,751,383,-368,41,618,633
6029,165,361,196,14,182,197
6030,4,865,861,57,847,862
6031,243,52,-191,53,795,810
6032,950,79,-871,10,115,130
6033,437,223,-214,51,772,787
6034,971,216,-755,18,231,246
6035,199,808,609,40,595,610
6036,169,157,-12,64,974,989
6037,466,918,452,30,438,453
6038,645,420,-225,52,761,776
6039,825,929,104,8,90,105
6040,950,131,-819,14,167,182
6041,834,496,-338,44,648,663
6042,369,251,-118,57,868,883
6043,433,546,113,9,99,114
6044,73,262,189,15,175,190
6045,606,11,-595,28,391,406
6046,327,765,438,30,424,439
6047,774,275,-499,34,487,502
6048,742,676,-66,61,920,935
6049,468,669,201,15,187,202
6050,336,900,564,37,550,565
6051,64,954,890,58,876,891
6052,4,398,394,27,380,395
6053,756,94,-662,23,324,339
6054,156,497,341,24,327,342
6055,81,792,711,48,697,712
6056,581,925,344,23,330,345
6057,483,291,-192,52,794,809
6058,528,209,-319,45,667,682
6059,320,204,-116,57,870,885
6060,860,70,-790,15,196,211
6061,220,625,405,28,391,406
6062,859,498,-361,44,625,640
6063,184,973,789,52,775,790
6064,702,339,-363,43,623,638
6065,778,508,-270,48,716,731
6066,387,101,-286,47,700,715
6067,913,652,-261,49,725,740
6068,830,835,5,3,3,6
6069,681,71,-610,27,376,391
6070,428,409,-19,64,967,982
6071,416,580,164,12,150,165
6072,722,773,51,6,37,52
6073,456,342,-114,58,872,887
6074,790,277,-513,34,473,488
6075,65,684,619,42,605,620
6076,557,117,-440,36,546,561
6077,660,918,258,18,244,259
6078,451,576,125,11,111,126
6079,124,468,344,23,330,345
6080,353,571,218,16,204,219
6081,992,375,-617,28,369,384
6082,504,507,3,3,3,4
6083,650,488,-162,55,824,839
6084,209,334,125,11,111,126
6085,421,811,390,27,376,391
6086,250,185,-65,62,921,936
6087,656,458,-198,52,788,803
6088,91,997,906,59,892,907
6089,506,899,393,27,379,394
6090,579,665,86,8,72,87
6091,800,467,-333,45,653,668
6092,272,863,591,41,577,592
6093,570,277,-293,47,693,708
6094,515,304,-211,52,775,790
6095,772,173,-599,27,387,402
6096,87,911,824,53,810,825
6097,978,90,-888,8,98,113
6098,43,864,821,54,807,822
6099,54,349,295,22,281,296
6100,847,834,-13,65,973,988
6101,968,399,-569,31,417,432
6102,759,205,-554,31,432,447
6103,29,265,236,17,222,237
6104,262,767,505,34,491,506
6105,442,864,422,29,408,423
6106,189,450,261,19,247,262
6107,525,546,21,4,7,22
6108,776,844,68,6,54,69
6109,567,524,-43,63,943,958
6110,448,189,-259,49,727,742
6111,303,309,6,3,4,7
6112,658,960,302,22,288,303
6113,82,826,744,48,730,745
6114,595,495,-100,58,886,901
6115,353,113,-240,49,746,761
6116,492,511,19,4,5,20
6117,335,745,410,28,396,411
6118,302,334,32,3,18,33
6119,3,522,519,36,505,520
6120,985,155,-830,13,156,171
6121,284,2,-282,48,704,719
6122,60,677,617,41,603,618
6123,382,822,440,29,426,441
6124,11,428,417,28,403,418
6125,869,907,38,5,24,39
6126,324,620,296,20,282,297
6127,537,253,-284,47,702,717
6128,501,87,-414,39,572,587
6129,279,304,25,4,11,26
6130,217,682,465,31,451,466
6131,953,466,-487,34,499,514
6132,201,892,691,46,677,692
6133,571,567,-4,64,982,997
6134,141,940,799,54,785,800
6135,16,795,779,52,765,780
6136,970,219,-751,18,235,250
6137,619,697,78,8,64,79
6138,573,387,-186,54,800,815
6139,432,261,-171,55,815,830
6140,309,914,605,41,591,606
6141,469,715,246,18,232,247
6142,784,995,211,16,197,212
6143,957,903,-54,61,932,947
6144,36,830,794,52,780,795
6145,537,555,18,3,4,19
6146,127,470,343,25,329,344
6147,481,35,-446,37,540,555
6148,659,702,43,6,29,44
6149,427,957,530,35,516,531
6150,80,45,-35,63,951,966
6151,419,319,-100,58,886,901
6152,23,612,589,40,575,590
6153,573,110,-463,36,523,538
6154,894,810,-84,59,902,917
6155,878,536,-342,43,644,659
6156,903,265,-638,25,348,363
6157,43,920,877,58,863,878
6158,314,807,493,34,479,494
6159,485,879,394,27,380,395
6160,338,925,587,40,573,588
6161,551,935,384,25,370,385
6162,222,138,-84,59,902,917
6163,525,546,21,4,7,22
6164,498,961,463,33,449,464
6165,914,919,5,3,3,6
6166,290,441,151,13,137,152
6167,206,639,433,29,419,434
6168,667,95,-572,29,414,429
6169,626,652,26,4,12,27
6170,180,148,-32,62,954,969
6171,288,839,551,38,537,552
6172,630,853,223,18,209,224
6173,476,37,-439,37,547,562
6174,123,108,-15,64,971,986
6175,219,898,679,46,665,680
6176,891,638,-253,50,733,748
6177,648,213,-435,38,551,566
6178,194,576,382,27,368,383
6179,189,781,592,38,578,593
6180,301,190,-111,58,875,890
6181,82,278,196,14,182,197
6182,711,61,-650,25,336,351
6183,26,189,163,13,149,164
6184,659,582,-77,61,909,924
6185,998,80,-918,7,68,83
6186,204,742,538,36,524,539
6187,658,337,-321,46,665,680
6188,160,935,775,52,761,776
6189,153,547,394,27,380,395
6190,561,950,389,27,375,390
6191,169,424,255,20,241,256
6192,711,420,-291,47,695,710
6193,171,422,251,19,237,252
6194,440,952,512,33,498,513
6195,570,697,127,12,113,128
6196,74,841,767,52,753,768
6197,784,278,-506,34,480,495
6198,622,653,31,6,17,32
6199,5,910,905,59,891,906
6200,590,248,-342,43,644,659
6201,32,819,787,52,773,788
6202,179,871,692,45,678,693
6203,352,656,304,20,290,305
6204,748,869,121,10,107,122
6205,582,772,190,15,176,191
6206,484,975,491,34,477,492
6207,314,879,565,38,551,566
6208,841,566,-275,48,711,726
6209,961,96,-865,12,121,136
6210,706,95,-611,27,375,390
6211,690,31,-659,24,327,342
6212,416,418,2,2,2,3
6213,992,834,-158,55,828,843
6214,680,346,-334,44,652,667
6215,103,843,740,48,726,741
6216,499,81,-418,39,568,583
6217,22,37,15,5,9,16
6218,986,526,-460,36,526,541
6219,968,5,-963,5,23,38
6220,475,651,176,12,162,177
6221,427,492,65,6,51,66
6222,921,306,-615,26,371,386
6223,480,535,55,7,41,56
6224,221,748,527,37,513,528
6225,895,530,-365,43,621,636
6226,909,352,-557,31,429,444
6227,563,263,-300,46,686,701
6228,347,475,128,9,114,129
6229,558,619,61,7,47,62
6230,920,491,-429,39,557,572
6231,916,663,-253,50,733,748
6232,860,309,-551,30,435,450
6233,65,569,504,33,490,505
6234,735,225,-510,33,476,491
6235,311,153,-158,55,828,843
6236,712,278,-434,38,552,567
6237,564,207,-357,43,629,644
6238,231,0,-231,50,755,770
6239,703,189,-514,33,472,487
6240,163,686,523,36,509,524
6241,856,144,-712,19,274,289
6242,305,867,562,37,548,563
6243,409,284,-125,58,861,876
6244,986,773,-213,52,773,788
6245,716,345,-371,42,615,630
6246,22,326,304,20,290,305
6247,20,69,49,5,35,50
6248,942,742,-200,51,786,801
6249,503,62,-441,39,545,560
6250,931,728,-203,53,783,798
6251,827,762,-65,62,921,936
6252,764,216,-548,30,438,453
6253,359,357,-2,65,984,999
6254,541,579,38,5,24,39
6255,750,66,-684,22,302,317
6256,604,661,57,6,43,58
6257,495,857,362,25,348,363
6258,819,862,43,6,29,44
6259,668,719,51,6,37,52
6260,913,562,-351,43,635,650
6261,0,742,742,49,728,743
6262,668,96,-572,29,414,429
6263,234,739,505,34,491,506
6264,274,247,-27,64,959,974
6265,484,56,-428,38,558,573
6266,268,651,383,28,369,384
6267,940,827,-113,59,873,888
6268,497,419,-78,60,908,923
6269,627,546,-81,61,905,920
6270,42,151,109,10,95,110
6271,638,970,332,23,318,333
6272,80,819,739,49,725,740
6273,255,600,345,24,331,346
6274,200,422,222,17,208,223
6275,541,425,-116,57,870,885
6276,814,258,-556,30,430,445
6277,309,238,-71,60,915,930
6278,266,364,98,8,84,99
6279,335,979,644,42,630,645
6280,551,877,326,23,312,327
6281,686,476,-210,52,776,791
6282,922,410,-512,32,474,489
6283,121,862,741,49,727,742
6284,936,767,-169,56,817,832
6285,372,809,437,30,423,438
6286,272,620,348,24,334,349
6287,524,477,-47,62,939,954
6288,828,110,-718,20,268,283
6289,68,751,683,46,669,684
6290,24,56,32,3,18,33
6291,629,865,236,17,222,237
6292,175,795,620,41,606,621
6293,614,746,132,10,118,133
6294,728,922,194,14,180,195
6295,30,821,791,53,777,792
6296,634,335,-299,47,687,702
6297,89,107,18,3,4,19
6298,867,731,-136,55,850,865
6299,909,972,63,8,49,64
6300,221,143,-78,60,908,923
6301,15,648,633,42,619,634
6302,210,220,10,3,4,11
6303,75,358,283,21,269,284
6304,247,564,317,23,303,318
6305,749,163,-586,29,400,415
6306,694,472,-222,51,764,779
6307,940,862,-78,60,908,923
6308,164,77,-87,59,899,914
6309,630,154,-476,35,510,525
6310,437,722,285,21,271,286
6311,242,494,252,18,238,253
6312,426,888,462,32,448,463
6313,952,432,-520,31,466,481
6314,628,865,237,18,223,238
6315,248,81,-167,54,819,834
6316,647,275,-372,41,614,629
6317,535,135,-400,39,586,601
6318,948,142,-806,14,180,195
6319,293,57,-236,50,750,765
6320,755,259,-496,33,490,505
6321,689,539,-150,55,836,851
6322,312,857,545,36,531,546
6323,14,262,248,17,234,249
6324,744,986,242,17,228,243
6325,800,950,150,12,136,151
6326,594,651,57,6,43,58
6327,678,644,-34,63,952,967
6328,591,240,-351,43,635,650
6329,537,167,-370,42,616,631
6330,777,554,-223,51,763,778
6331,926,326,-600,26,386,401
6332,545,506,-39,62,947,962
6333,703,89,-614,26,372,387
6334,376,339,-37,63,949,964
6335,736,429,-307,46,679,694
6336,400,394,-6,64,980,995
6337,60,469,409,28,395,410
6338,225,575,350,25,336,351
6339,785,866,81,7,67,82
6340,897,693,-204,52,782,797
6341,160,867,707,47,693,708
6342,139,818,679,46,665,680
6343,944,879,-65,62,921,936
6344,347,685,338,23,324,339
6345,840,551,-289,48,697,712
6346,326,761,435,30,421,436
6347,392,33,-359,42,627,642
6348,493,358,-135,56,851,866
6349,876,783,-93,60,893,908
6350,816,51,-765,18,221,236
6351,297,204,-93,60,893,908
6352,336,616,280,19,266,281
6353,771,927,156,12,142,157
6354,793,296,-497,35,489,504
6355,82,380,298,21,284,299
6356,67,63,-4,64,982,997
6357,224,650,426,29,412,427
6358,667,23,-644,24,342,357
6359,354,652,298,21,284,299
6360,990,586,-404,39,582,597
6361,415,510,95,10,81,96
6362,304,81,-223,51,763,778
6363,362,878,516,34,502,517
6364,322,832,510,35,496,511
6365,52,896,844,55,830,845
6366,850,927,77,8,63,78
6367,156,945,789,52,775,790
6368,148,129,-19,64,967,982
6369,784,389,-395,41,591,606
6370,786,789,3,3,3,4
6371,743,396,-347,44,639,654
6372,564,791,227,17,213,228
6373,380,504,124,10,110,125
6374,28,895,867,57,853,868
6375,868,462,-406,39,580,595
6376,90,500,410,28,396,411
6377,265,441,176,12,162,177
6378,412,347,-65,62,921,936
6379,86,839,753,49,739,754
6380,730,768,38,5,24,39
6381,932,765,-167,54,819,834
6382,185,869,684,45,670,685
6383,562,570,8,2,2,9
6384,508,25,-483,35,503,518
6385,519,823,304,20,290,305
6386,744,924,180,13,166,181
6387,912,510,-402,40,584,599
6388,685,287,-398,40,588,603
6389,424,608,184,13,170,185
6390,656,549,-107,59,879,894
6391,538,953,415,30,401,416
6392,508,882,374,26,360,375
6393,938,413,-525,33,461,476
6394,829,271,-558,30,428,443
6395,826,131,-695,21,291,306
6396,409,138,-271,48,715,730
6397,431,739,308,21,294,309
6398,200,619,419,29,405,420
6399,140,31,-109,59,877,892
6400,385,660,275,20,261,276
6401,853,240,-613,27,373,388
6402,510,316,-194,53,792,807
6403,827,305,-522,33,464,479
6404,91,758,667,45,653,668
6405,943,424,-519,32,467,482
6406,311,726,415,30,401,416
6407,347,514,167,14,153,168
6408,279,252,-27,64,959,974
6409,817,640,-177,55,809,824
6410,27,720,693,46,679,694
6411,806,984,178,13,164,179
6412,838,430,-408,38,578,593
6413,663,98,-565,30,421,436
6414,804,70,-734,19,252,267
6415,837,551,-286,47,700,715
6416,197,24,-173,55,813,828
6417,457,329,-128,56,858,873
6418,557,261,-296,45,690,705
6419,721,755,34,4,20,35
6420,633,303,-330,45,656,671
6421,65,402,337,23,323,338
6422,110,978,868,56,854,869
6423,222,269,47,7,33,48
6424,158,838,680,44,666,681
6425,751,598,-153,57,833,848
6426,968,341,-627,26,359,374
6427,691,757,66,6,52,67
6428,28,942,914,59,900,915
6429,312,339,27,5,13,28
6430,176,26,-150,55,836,851
6431,287,330,43,6,29,44
6432,960,119,-841,14,145,160
6433,422,221,-201,54,785,800
6434,124,691,567,39,553,568
6435,615,507,-108,58,878,893
6436,211,100,-111,58,875,890
6437,718,652,-66,61,920,935
6438,366,959,593,39,579,594
6439,569,920,351,26,337,352
6440,206,696,490,33,476,491
6441,377,804,427,30,413,428
6442,201,731,530,35,516,531
6443,248,309,61,7,47,62
6444,381,179,-202,53,784,799
6445,14,646,632,41,618,633
6446,368,723,355,25,341,356
6447,255,782,527,37,513,528
6448,281,286,5,3,3,6
6449,915,624,-291,47,695,710
6450,557,216,-341,44,645,660
6451,138,162,24,3,10,25
6452,140,387,247,19,233,248
6453,199,321,122,10,108,123
6454,121,120,-1,66,985,1000
6455,16,503,487,34,473,488
6456,406,688,282,20,268,283
6457,765,940,175,15,161,176
6458,839,871,32,3,18,33
6459,513,736,223,18,209,224
6460,782,932,150,12,136,151
6461,211,899,688,44,674,689
6462,327,529,202,15,188,203
6463,170,639,469,32,455,470
6464,762,150,-612,26,374,389
6465,285,327,42,5,28,43
6466,371,386,15,5,9,16
6467,725,155,-570,30,416,431
6468,267,635,368,24,354,369
6469,141,943,802,52,788,803
6470,301,816,515,35,501,516
6471,952,495,-457,38,529,544
6472,497,577,80,6,66,81
6473,717,409,-308,45,678,693
6474,404,151,-253,50,733,748
6475,358,809,451,31,437,452
6476,457,963,506,34,492,507
6477,915,937,22,4,8,23
6478,870,675,-195,53,791,806
6479,716,64,-652,24,334,349
6480,884,256,-628,25,358,373
6481,964,384,-580,28,406,421
6482,217,246,29,5,15,30
6483,355,42,-313,47,673,688
6484,669,28,-641,26,345,360
6485,564,884,320,21,306,321
6486,76,246,170,13,156,171
6487,965,686,-279,47,707,722
6488,395,902,507,35,493,508
6489,450,449,-1,66,985,1000
6490,799,337,-462,36,524,539
6491,126,208,82,7,68,83
6492,190,51,-139,57,847,862
6493,75,226,151,13,137,152
6494,446,269,-177,55,809,824
6495,569,278,-291,47,695,710
6496,73,412,339,24,325,340
6497,574,836,262,19,248,263
6498,277,100,-177,55,809,824
6499,120,704,584,38,570,585
6500,89,757,668,44,654,669
6501,605,809,204,15,190,205
6502,461,86,-375,41,611,626
6503,455,9,-446,37,540,555
6504,629,167,-462,36,524,539
6505,306,436,130,10,116,131
6506,576,473,-103,58,883,898
6507,746,975,229,17,215,230
6508,246,362,116,9,102,117
6509,445,255,-190,53,796,811
6510,245,188,-57,63,929,944
6511,920,612,-308,45,678,693
6512,899,297,-602,28,384,399
6513,204,315,111,11,97,112
6514,903,214,-689,23,297,312
6515,669,93,-576,28,410,425
6516,303,316,13,4,7,14
6517,741,775,34,4,20,35
6518,37,319,282,20,268,283
6519,901,295,-606,27,380,395
6520,428,115,-313,47,673,688
6521,736,980,244,17,230,245
6522,126,774,648,42,634,649
6523,757,441,-316,45,670,685
6524,791,192,-599,27,387,402
6525,287,736,449,30,435,450
6526,176,49,-127,57,859,874
6527,201,539,338,23,324,339
6528,289,115,-174,54,812,827
6529,187,921,734,49,720,735
6530,653,629,-24,62,962,977
6531,605,664,59,7,45,60
6532,520,557,37,5,23,38
6533,426,527,101,9,87,102
6534,969,477,-492,34,494,509
6535,483,246,-237,51,749,764
6536,746,829,83,8,69,84
6537,31,153,122,10,108,123
6538,47,640,593,39,579,594
6539,714,15,-699,22,287,302
6540,338,499,161,12,147,162
6541,281,960,679,46,665,680
6542,795,58,-737,20,249,264
6543,27,586,559,39,545,560
6544,903,733,-170,55,816,831
6545,690,450,-240,49,746,761
6546,284,330,46,6,32,47
6547,185,600,415,30,401,416
6548,202,442,240,16,226,241
6549,180,685,505,34,491,506
6550,813,509,-304,45,682,697
6551,516,236,-280,46,706,721
6552,911,364,-547,31,439,454
6553,475,282,-193,54,793,808
6554,122,147,25,4,11,26
6555,439,855,416,27,402,417
6556,504,400,-104,57,882,897
6557,280,366,86,8,72,87
6558,15,398,383,28,369,384
6559,819,261,-558,30,428,443
6560,696,82,-614,26,372,387
6561,570,964,394,27,380,395
6562,170,348,178,13,164,179
6563,654,465,-189,54,797,812
6564,211,987,776,50,762,777
6565,658,982,324,22,310,325
6566,219,132,-87,59,899,914
6567,507,512,5,3,3,6
6568,872,460,-412,39,574,589
6569,655,669,14,4,8,15
6570,76,574,498,33,484,499
6571,283,879,596,39,582,597
6572,539,46,-493,35,493,508
6573,15,916,901,59,887,902
6574,613,166,-447,37,539,554
6575,672,397,-275,48,711,726
6576,512,497,-15,64,971,986
6577,135,715,580,38,566,581
6578,208,340,132,10,118,133
6579,703,341,-362,43,624,639
6580,108,438,330,23,316,331
6581,522,230,-292,46,694,709
6582,975,584,-391,40,595,610
6583,177,449,272,18,258,273
6584,981,380,-601,29,385,400
6585,993,670,-323,45,663,678
6586,664,439,-225,52,761,776
6587,526,821,295,22,281,296
6588,233,199,-34,63,952,967
6589,903,447,-456,35,530,545
6590,817,322,-495,34,491,506
6591,955,673,-282,48,704,719
6592,624,396,-228,50,758,773
6593,569,740,171,14,157,172
6594,3,873,870,57,856,871
6595,623,262,-361,44,625,640
6596,65,25,-40,61,946,961
6597,216,141,-75,61,911,926
6598,338,386,48,4,34,49
6599,97,823,726,48,712,727
6600,835,700,-135,56,851,866
6601,610,17,-593,29,393,408
6602,160,942,782,52,768,783
6603,703,886,183,15,169,184
6604,33,701,668,44,654,669
6605,419,681,262,19,248,263
6606,403,280,-123,58,863,878
6607,422,497,75,8,61,76
6608,558,0,-558,30,428,443
6609,410,389,-21,64,965,980
6610,874,194,-680,21,306,321
6611,588,911,323,23,309,324
6612,576,407,-169,56,817,832
6613,156,642,486,33,472,487
6614,898,308,-590,28,396,411
6615,205,767,562,37,548,563
6616,988,424,-564,29,422,437
6617,788,32,-756,17,230,245
6618,816,281,-535,31,451,466
6619,417,886,469,32,455,470
6620,221,662,441,30,427,442
6621,44,279,235,18,221,236
6622,987,872,-115,58,871,886
6623,716,51,-665,25,321,336
6624,607,581,-26,64,960,975
6625,604,816,212,15,198,213
6626,542,39,-503,33,483,498
6627,497,385,-112,57,874,889
6628,322,942,620,41,606,621
6629,970,284,-686,22,300,315
6630,638,41,-597,28,389,404
6631,861,823,-38,62,948,963
6632,868,472,-396,40,590,605
6633,898,526,-372,41,614,629
6634,403,158,-245,50,741,756
6635,742,190,-552,29,434,449
6636,157,586,429,30,415,430
6637,41,158,117,10,103,118
6638,784,418,-366,42,620,635
6639,774,811,37,5,23,38
6640,891,962,71,8,57,72
6641,691,141,-550,30,436,451
6642,679,753,74,7,60,75
6643,533,955,422,29,408,423
6644,223,950,727,49,713,728
6645,162,178,16,2,2,17
6646,974,316,-658,24,328,343
6647,739,955,216,15,202,217
6648,162,676,514,34,500,515
6649,661,548,-113,59,873,888
6650,227,496,269,20,255,270
6651,478,250,-228,50,758,773
6652,471,210,-261,49,725,740
6653,662,975,313,22,299,314
6654,930,955,25,4,11,26
6655,915,570,-345,45,641,656
6656,53,228,175,15,161,176
6657,266,194,-72,59,914,929
6658,407,541,134,11,120,135
6659,622,941,319,24,305,320
6660,177,291,114,9,100,115
6661,76,305,229,17,215,230
6662,103,999,896,57,882,897
6663,395,490,95,10,81,96
6664,496,53,-443,38,543,558
6665,530,976,446,31,432,447
6666,117,913,796,52,782,797
6667,701,94,-607,27,379,394
6668,883,939,56,5,42,57
6669,761,332,-429,39,557,572
6670,700,56,-644,24,342,357
6671,776,650,-126,57,860,875
6672,575,597,22,4,8,23
6673,185,412,227,17,213,228
6674,812,668,-144,55,842,857
6675,645,548,-97,60,889,904
6676,300,512,212,15,198,213
6677,771,790,19,4,5,20
6678,870,133,-737,20,249,264
6679,994,702,-292,46,694,709
6680,494,932,438,30,424,439
6681,55,15,-40,61,946,961
6682,145,846,701,47,687,702
6683,216,981,765,51,751,766
6684,555,662,107,10,93,108
6685,241,436,195,15,181,196
6686,371,130,-241,51,745,760
6687,586,558,-28,63,958,973
6688,391,273,-118,57,868,883
6689,798,630,-168,53,818,833
6690,28,926,898,58,884,899
6691,108,665,557,38,543,558
6692,466,743,277,20,263,278
6693,175,675,500,33,486,501
6694,603,712,109,10,95,110
6695,527,62,-465,37,521,536
6696,287,687,400,26,386,401
6697,573,544,-29,64,957,972
6698,701,424,-277,48,709,724
6699,201,315,114,9,100,115
6700,219,2,-217,53,769,784
6701,152,784,632,41,618,633
6702,134,828,694,46,680,695
6703,985,739,-246,49,740,755
6704,536,154,-382,41,604,619
6705,16,765,749,50,735,750
6706,370,823,453,31,439,454
6707,906,26,-880,9,106,121
6708,308,339,31,6,17,32
6709,798,56,-742,18,244,259
6710,750,272,-478,35,508,523
6711,196,75,-121,59,865,880
6712,835,350,-485,35,501,516
6713,15,363,348,24,334,349
6714,755,777,22,4,8,23
6715,109,77,-32,62,954,969
6716,191,438,247,19,233,248
6717,641,841,200,14,186,201
6718,696,100,-596,27,390,405
6719,714,352,-362,43,624,639
6720,825,465,-360,41,626,641
6721,59,807,748,49,734,749
6722,717,79,-638,25,348,363
6723,97,191,94,9,80,95
6724,985,197,-788,15,198,213
6725,559,782,223,18,209,224
6726,261,773,512,33,498,513
6727,621,364,-257,50,729,744
6728,691,838,147,12,133,148
6729,845,753,-92,59,894,909
6730,4,400,396,27,382,397
6731,90,715,625,41,611,626
6732,983,624,-359,42,627,642
